Airline,Date_Of_Journey,Flight,Source_City,Destination,Route,Departure_Time,Arrivala_Time,Total_Stops,Class,Duration,Days_Left,Price
Air India,2025-05-07,AI1088,Chennai,Delhi,Chennai -> Delhi,2025-05-07 17:15:00,2025-05-07 20:38:00,1 Stop,Business,3h 23m,41,27760
IndiGo,2025-06-15,6E5577,Kolkata,Hyderabad,Kolkata -> Hyderabad,2025-06-15 15:30:00,2025-06-15 18:52:00,Non-stop,Economy,3h 22m,16,3329
Vistara,2025-07-21,UK4854,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-07-21 01:45:00,2025-07-21 04:15:00,Non-stop,Business,2h 30m,44,13964
IndiGo,2025-07-13,6E2695,Hyderabad,Chennai,Hyderabad -> Chennai,2025-07-13 12:20:00,2025-07-13 16:18:00,Non-stop,Economy,3h 58m,27,4916
Air India,2025-04-28,AI8639,Delhi,Hyderabad,Delhi -> Hyderabad,2025-04-28 08:00:00,2025-04-28 19:26:00,2+ Stops,Economy,11h 26m,52,7715
Go First,2025-06-09,G87666,Bangalore,Mumbai,Bangalore -> Mumbai,2025-06-09 20:15:00,2025-06-10 01:17:00,1 Stop,Business,5h 2m,22,8424
Akasa Air,2025-05-15,QP9278,Hyderabad,Delhi,Hyderabad -> Delhi,2025-05-15 06:00:00,2025-05-15 10:31:00,1 Stop,Business,4h 31m,9,13899
Go First,2025-04-24,G81778,Bangalore,Kolkata,Bangalore -> Kolkata,2025-04-24 14:00:00,2025-04-25 02:37:00,2+ Stops,Economy,12h 37m,44,11647
Air India,2025-02-18,AI454,Hyderabad,Kolkata,Hyderabad -> Kolkata,2025-02-18 13:20:00,2025-02-18 19:04:00,1 Stop,Economy,5h 44m,37,10021
Air India,2025-06-20,AI8384,Hyderabad,Bangalore,Hyderabad -> Bangalore,2025-06-20 14:50:00,2025-06-20 20:38:00,1 Stop,Business,5h 48m,40,16649
SpiceJet,2025-05-15,SG8908,Chennai,Kolkata,Chennai -> Kolkata,2025-05-15 03:20:00,2025-05-15 07:21:00,1 Stop,Business,4h 1m,9,29357
IndiGo,2025-04-02,6E6387,Bangalore,Delhi,Bangalore -> Delhi,2025-04-02 06:30:00,2025-04-02 19:03:00,2+ Stops,Economy,12h 33m,13,11676
Air India,2025-05-14,AI9084,Kolkata,Hyderabad,Kolkata -> Hyderabad,2025-05-14 16:10:00,2025-05-14 23:23:00,2+ Stops,Business,7h 13m,42,20819
IndiGo,2025-02-18,6E4213,Delhi,Bangalore,Delhi -> Bangalore,2025-02-18 19:00:00,2025-02-19 01:22:00,2+ Stops,Economy,6h 22m,46,12307
Vistara,2025-04-21,UK479,Mumbai,Chennai,Mumbai -> Chennai,2025-04-21 04:15:00,2025-04-21 08:17:00,1 Stop,Business,4h 2m,9,16955
Air India,2025-06-20,AI3911,Delhi,Chennai,Delhi -> Chennai,2025-06-20 11:20:00,2025-06-20 15:20:00,1 Stop,Business,4h 0m,3,12118
IndiGo,2025-08-23,6E8205,Chennai,Hyderabad,Chennai -> Hyderabad,2025-08-23 08:00:00,2025-08-23 15:10:00,2+ Stops,Business,7h 10m,54,16338
Akasa Air,2025-07-08,QP1333,Delhi,Chennai,Delhi -> Chennai,2025-07-08 09:00:00,2025-07-08 16:09:00,2+ Stops,Business,7h 9m,31,23983
Go First,2025-05-28,G89242,Kolkata,Mumbai,Kolkata -> Mumbai,2025-05-28 08:50:00,2025-05-28 18:03:00,2+ Stops,Economy,9h 13m,48,8481
IndiGo,2025-03-28,6E8226,Bangalore,Mumbai,Bangalore -> Mumbai,2025-03-28 00:15:00,2025-03-28 11:58:00,2+ Stops,Economy,11h 43m,12,8629
IndiGo,2025-01-14,6E1867,Hyderabad,Chennai,Hyderabad -> Chennai,2025-01-14 06:15:00,2025-01-14 13:42:00,1 Stop,Economy,7h 27m,4,7065
IndiGo,2025-05-18,6E7880,Delhi,Bangalore,Delhi -> Bangalore,2025-05-18 14:45:00,2025-05-18 21:48:00,2+ Stops,Economy,7h 3m,35,5917
Go First,2025-06-14,G85592,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-06-14 23:10:00,2025-06-15 02:22:00,Non-stop,Business,3h 12m,58,27816
IndiGo,2025-07-05,6E263,Bangalore,Hyderabad,Bangalore -> Hyderabad,2025-07-05 10:00:00,2025-07-05 11:31:00,Non-stop,Economy,1h 31m,31,3618
SpiceJet,2025-06-20,SG9325,Delhi,Mumbai,Delhi -> Mumbai,2025-06-20 06:30:00,2025-06-20 09:42:00,1 Stop,Economy,3h 12m,52,9784
Air India,2025-06-02,AI2725,Delhi,Mumbai,Delhi -> Mumbai,2025-06-02 12:30:00,2025-06-02 17:26:00,Non-stop,Economy,4h 56m,14,9366
Vistara,2025-01-15,UK8220,Mumbai,Bangalore,Mumbai -> Bangalore,2025-01-15 08:15:00,2025-01-15 20:32:00,2+ Stops,Business,12h 17m,8,15702
Go First,2025-02-02,G82839,Hyderabad,Delhi,Hyderabad -> Delhi,2025-02-02 14:15:00,2025-02-02 18:41:00,1 Stop,Economy,4h 26m,31,6374
Air India,2025-04-15,AI5040,Bangalore,Mumbai,Bangalore -> Mumbai,2025-04-15 04:00:00,2025-04-15 13:00:00,2+ Stops,Economy,9h 0m,12,10545
Air India,2025-06-30,AI9729,Bangalore,Delhi,Bangalore -> Delhi,2025-06-30 23:00:00,2025-07-01 07:19:00,2+ Stops,Business,8h 19m,10,18811
Go First,2025-07-11,G8470,Mumbai,Bangalore,Mumbai -> Bangalore,2025-07-11 20:15:00,2025-07-11 23:29:00,1 Stop,Economy,3h 14m,27,8189
IndiGo,2025-07-09,6E7728,Hyderabad,Bangalore,Hyderabad -> Bangalore,2025-07-09 00:45:00,2025-07-09 04:07:00,Non-stop,Business,3h 22m,47,29144
SpiceJet,2025-02-06,SG1934,Kolkata,Delhi,Kolkata -> Delhi,2025-02-06 03:30:00,2025-02-06 09:50:00,2+ Stops,Economy,6h 20m,9,8658
Go First,2025-07-22,G86729,Chennai,Bangalore,Chennai -> Bangalore,2025-07-22 17:20:00,2025-07-22 23:55:00,1 Stop,Business,6h 35m,47,28694
Air India,2025-01-07,AI3604,Kolkata,Hyderabad,Kolkata -> Hyderabad,2025-01-07 16:30:00,2025-01-07 21:59:00,1 Stop,Business,5h 29m,4,14806
Air India,2025-05-31,AI7281,Chennai,Hyderabad,Chennai -> Hyderabad,2025-05-31 03:30:00,2025-05-31 07:48:00,Non-stop,Economy,4h 18m,6,4702
Vistara,2025-06-22,UK5027,Delhi,Mumbai,Delhi -> Mumbai,2025-06-22 23:45:00,2025-06-23 12:34:00,2+ Stops,Economy,12h 49m,26,13209
Akasa Air,2025-03-28,QP2194,Mumbai,Kolkata,Mumbai -> Kolkata,2025-03-28 17:15:00,2025-03-29 02:32:00,2+ Stops,Business,9h 17m,15,14926
IndiGo,2025-04-19,6E3770,Hyderabad,Chennai,Hyderabad -> Chennai,2025-04-19 08:20:00,2025-04-19 11:05:00,Non-stop,Economy,2h 45m,27,3877
IndiGo,2025-03-23,6E2827,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-03-23 00:15:00,2025-03-23 04:11:00,1 Stop,Economy,3h 56m,44,5288
IndiGo,2025-05-11,6E437,Delhi,Chennai,Delhi -> Chennai,2025-05-11 07:50:00,2025-05-11 16:35:00,1 Stop,Business,8h 45m,34,14643
IndiGo,2025-06-30,6E179,Delhi,Chennai,Delhi -> Chennai,2025-06-30 18:00:00,2025-06-30 21:07:00,Non-stop,Business,3h 7m,34,5042
Go First,2025-07-29,G81612,Kolkata,Chennai,Kolkata -> Chennai,2025-07-29 04:50:00,2025-07-29 07:33:00,Non-stop,Business,2h 43m,49,12453
Akasa Air,2025-07-17,QP9635,Chennai,Hyderabad,Chennai -> Hyderabad,2025-07-17 23:20:00,2025-07-18 10:59:00,2+ Stops,Economy,11h 39m,50,8716
Go First,2025-03-17,G85618,Bangalore,Chennai,Bangalore -> Chennai,2025-03-17 17:20:00,2025-03-17 22:44:00,1 Stop,Economy,5h 24m,54,3935
IndiGo,2025-07-13,6E9876,Hyderabad,Chennai,Hyderabad -> Chennai,2025-07-13 07:10:00,2025-07-13 11:06:00,1 Stop,Economy,3h 56m,18,7452
Vistara,2025-03-20,UK1451,Delhi,Chennai,Delhi -> Chennai,2025-03-20 10:00:00,2025-03-20 20:35:00,2+ Stops,Business,10h 35m,57,20919
Air India,2025-02-20,AI9493,Bangalore,Mumbai,Bangalore -> Mumbai,2025-02-20 20:15:00,2025-02-21 02:19:00,2+ Stops,Business,6h 4m,2,17977
SpiceJet,2025-04-22,SG6864,Kolkata,Delhi,Kolkata -> Delhi,2025-04-22 12:30:00,2025-04-22 22:46:00,2+ Stops,Business,10h 16m,29,33187
Vistara,2025-03-01,UK7176,Kolkata,Mumbai,Kolkata -> Mumbai,2025-03-01 03:00:00,2025-03-01 10:17:00,2+ Stops,Economy,7h 17m,46,11533
Go First,2025-02-15,G81600,Chennai,Hyderabad,Chennai -> Hyderabad,2025-02-15 20:10:00,2025-02-16 05:48:00,2+ Stops,Business,9h 38m,10,9619
Air India,2025-02-20,AI651,Hyderabad,Bangalore,Hyderabad -> Bangalore,2025-02-20 15:15:00,2025-02-21 00:12:00,2+ Stops,Economy,8h 57m,33,11761
SpiceJet,2025-03-09,SG3256,Kolkata,Bangalore,Kolkata -> Bangalore,2025-03-09 11:20:00,2025-03-09 12:38:00,Non-stop,Economy,1h 18m,11,3806
Go First,2025-08-04,G81651,Hyderabad,Mumbai,Hyderabad -> Mumbai,2025-08-04 10:00:00,2025-08-04 16:43:00,2+ Stops,Business,6h 43m,36,15995
Akasa Air,2025-03-17,QP5463,Bangalore,Chennai,Bangalore -> Chennai,2025-03-17 21:50:00,2025-03-18 01:46:00,1 Stop,Economy,3h 56m,2,4949
Go First,2025-05-07,G82932,Mumbai,Delhi,Mumbai -> Delhi,2025-05-07 13:00:00,2025-05-07 14:08:00,Non-stop,Economy,1h 8m,17,6779
Air India,2025-02-20,AI7608,Delhi,Mumbai,Delhi -> Mumbai,2025-02-20 06:10:00,2025-02-20 18:09:00,2+ Stops,Business,11h 59m,6,14052
Air India,2025-05-11,AI581,Chennai,Bangalore,Chennai -> Bangalore,2025-05-11 00:20:00,2025-05-11 09:47:00,2+ Stops,Business,9h 27m,35,22911
SpiceJet,2025-05-16,SG6355,Chennai,Delhi,Chennai -> Delhi,2025-05-16 20:10:00,2025-05-17 00:36:00,Non-stop,Economy,4h 26m,57,7693
